Task,Mobile?,Arms,DoFs,Gripper Config,Rigid Gripper?,Can execute?
twist the toy car 90 degrees to the right,False,1,7,Robot Grippers with 2 Fingers,True,True
twist the toy car 90 degrees to the right,False,1,1,No specified Gripper,True,False
twist the two orange objects on the pot,False,1,7,Robot Grippers with 2 Fingers,True,True
twist the two orange objects on the pot,False,1,1,No specified Gripper,True,False
uncover the beddings on the bottom right corner of the bed,False,1,7,Robot Grippers with 2 Fingers,True,True
uncover the beddings on the bottom right corner of the bed,False,1,1,No specified Gripper,True,False
uncover the jar and put the lid on the table,False,1,7,Robot Grippers with 2 Fingers,True,True
uncover the jar and put the lid on the table,False,1,1,No specified Gripper,True,False
uncover the pan and put the lid on the rack,False,1,7,Robot Grippers with 2 Fingers,True,True
uncover the pan and put the lid on the rack,False,1,1,No specified Gripper,True,False
uncover the pot on the right,False,1,7,Robot Grippers with 2 Fingers,True,True
uncover the pot on the right,False,1,1,No specified Gripper,True,False
uncover the small black pot,False,1,7,Robot Grippers with 2 Fingers,True,True
uncover the small black pot,False,1,1,No specified Gripper,True,False
uncover the spray bottle lid,False,1,7,Robot Grippers with 2 Fingers,True,True
uncover the spray bottle lid,False,1,1,No specified Gripper,True,False
unfold the blue t-shirt fully,False,1,7,Robot Grippers with 2 Fingers,True,True
unfold the blue t-shirt fully,False,1,1,No specified Gripper,True,False
unfold the cloth and move it to the left,False,1,7,Robot Grippers with 2 Fingers,True,True
unfold the cloth and move it to the left,False,1,1,No specified Gripper,True,False
unfold the green cloth once,False,1,7,Robot Grippers with 2 Fingers,True,True
unfold the green cloth once,False,1,1,No specified Gripper,True,False
unfold the green jersey,False,1,7,Robot Grippers with 2 Fingers,True,True
unfold the green jersey,False,1,1,No specified Gripper,True,False
unfold the long sleeve shirt on the table,False,1,7,Robot Grippers with 2 Fingers,True,True
unfold the long sleeve shirt on the table,False,1,1,No specified Gripper,True,False
unfold the orange piece of clothing,False,1,7,Robot Grippers with 2 Fingers,True,True
unfold the orange piece of clothing,False,1,1,No specified Gripper,True,False
unfold the peach cloth on the table,False,1,7,Robot Grippers with 2 Fingers,True,True
unfold the peach cloth on the table,False,1,1,No specified Gripper,True,False
unfold the red object from the right to the left,False,1,7,Robot Grippers with 2 Fingers,True,True
unfold the red object from the right to the left,False,1,1,No specified Gripper,True,False
unfold the shirt,False,1,7,Robot Grippers with 2 Fingers,True,True
unfold the shirt,False,1,1,No specified Gripper,True,False
unfold the sweatshirt from top to bottom,False,1,7,Robot Grippers with 2 Fingers,True,True
unfold the sweatshirt from top to bottom,False,1,1,No specified Gripper,True,False
unfold the t-shirt,False,1,7,Robot Grippers with 2 Fingers,True,True
unfold the t-shirt,False,1,1,No specified Gripper,True,False
unfold the white napkin once,False,1,7,Robot Grippers with 2 Fingers,True,True
unfold the white napkin once,False,1,1,No specified Gripper,True,False
unfold the white towel and lay it out on the tabletop,False,1,7,Robot Grippers with 2 Fingers,True,True
unfold the white towel and lay it out on the tabletop,False,1,1,No specified Gripper,True,False
unhang the hanger from the rail,False,1,7,Robot Grippers with 2 Fingers,True,True
unhang the hanger from the rail,False,1,1,No specified Gripper,True,False
unhang the orange object from the third column of the object and put it on the table,False,1,7,Robot Grippers with 2 Fingers,True,True
unhang the orange object from the third column of the object and put it on the table,False,1,1,No specified Gripper,True,False
unhang the orange towel,False,1,7,Robot Grippers with 2 Fingers,True,True
unhang the orange towel,False,1,1,No specified Gripper,True,False
unhang the silver tape and put it on the table,False,1,7,Robot Grippers with 2 Fingers,True,True
unhang the silver tape and put it on the table,False,1,1,No specified Gripper,True,False
unhang the tape from the wooden rack and put it on the table,False,1,7,Robot Grippers with 2 Fingers,True,True
unhang the tape from the wooden rack and put it on the table,False,1,1,No specified Gripper,True,False
unhang the tote bag and hang it on a lower hook of the wooden rack,False,1,7,Robot Grippers with 2 Fingers,True,True
unhang the tote bag and hang it on a lower hook of the wooden rack,False,1,1,No specified Gripper,True,False
unhang the white cloth from the wooden board,False,1,7,Robot Grippers with 2 Fingers,True,True
unhang the white cloth from the wooden board,False,1,1,No specified Gripper,True,False
unhook the coat hanger and hang it to the next hook,False,1,7,Robot Grippers with 2 Fingers,True,True
unhook the coat hanger and hang it to the next hook,False,1,1,No specified Gripper,True,False
unpack the bag,False,1,7,Robot Grippers with 2 Fingers,True,True
unpack the bag,False,1,1,No specified Gripper,True,False
unpack the objects from the carrier bag to the table,False,1,7,Robot Grippers with 2 Fingers,True,True
unpack the objects from the carrier bag to the table,False,1,1,No specified Gripper,True,False
unravel the phone charger,False,1,7,Robot Grippers with 2 Fingers,True,True
unravel the phone charger,False,1,1,No specified Gripper,True,False
unstack the bowls,False,1,7,Robot Grippers with 2 Fingers,True,True
unstack the bowls,False,1,1,No specified Gripper,True,False
unstack the cups,False,1,7,Robot Grippers with 2 Fingers,True,True
unstack the cups,False,1,1,No specified Gripper,True,False
unstick the yellow lego from the blue one and put it on the table,False,1,7,Robot Grippers with 2 Fingers,True,True
unstick the yellow lego from the blue one and put it on the table,False,1,1,No specified Gripper,True,False
untie the laces on the right sneaker,False,1,7,Robot Grippers with 2 Fingers,True,True
untie the laces on the right sneaker,False,1,1,No specified Gripper,True,False
unwind the charger,False,1,7,Robot Grippers with 2 Fingers,True,True
unwind the charger,False,1,1,No specified Gripper,True,False
unwind the charging cable,False,1,7,Robot Grippers with 2 Fingers,True,True
unwind the charging cable,False,1,1,No specified Gripper,True,False
unzip the black suitcase,False,1,7,Robot Grippers with 2 Fingers,True,True
unzip the black suitcase,False,1,1,No specified Gripper,True,False
use a cloth to wipe the table,False,1,6,Robot Grippers with 2 Fingers,True,True
use a cloth to wipe the table,False,1,1,No specified Gripper,True,False
use computer,True,2,6,No specified Gripper,False,True
use computer,False,1,1,No specified Gripper,True,False
use one white napkin to wipe the tabletop,False,1,7,Robot Grippers with 2 Fingers,True,True
use one white napkin to wipe the tabletop,False,1,1,No specified Gripper,True,False
use the black lid to cover the grey pot,False,1,7,Robot Grippers with 2 Fingers,True,True
use the black lid to cover the grey pot,False,1,1,No specified Gripper,True,False
use the black marker to write on the white board in the wall,False,1,7,Robot Grippers with 2 Fingers,True,True
use the black marker to write on the white board in the wall,False,1,1,No specified Gripper,True,False
use the black spoon to stir the contents in the orange bowl,False,1,7,Robot Grippers with 2 Fingers,True,True
use the black spoon to stir the contents in the orange bowl,False,1,1,No specified Gripper,True,False
use the black towel to wipe the box,False,1,7,Robot Grippers with 2 Fingers,True,True
use the black towel to wipe the box,False,1,1,No specified Gripper,True,False
use the blue cable on the table to make a smaller circle,False,1,7,Robot Grippers with 2 Fingers,True,True
use the blue cable on the table to make a smaller circle,False,1,1,No specified Gripper,True,False
use the blue fabric to wipe the stove,False,1,7,Robot Grippers with 2 Fingers,True,True
use the blue fabric to wipe the stove,False,1,1,No specified Gripper,True,False
use the blue towel to wipe the desk,False,1,7,Robot Grippers with 2 Fingers,True,True
use the blue towel to wipe the desk,False,1,1,No specified Gripper,True,False
use the blue towel to wipe the inside of the silver cooking pot,False,1,7,Robot Grippers with 2 Fingers,True,True
use the blue towel to wipe the inside of the silver cooking pot,False,1,1,No specified Gripper,True,False
use the blue towel to wipe the white board,False,1,7,Robot Grippers with 2 Fingers,True,True
use the blue towel to wipe the white board,False,1,1,No specified Gripper,True,False
use the blue towel to wipe the white plate,False,1,7,Robot Grippers with 2 Fingers,True,True
use the blue towel to wipe the white plate,False,1,1,No specified Gripper,True,False
use the broom to sweep the sweets on the table to the right,False,1,7,Robot Grippers with 2 Fingers,True,True
use the broom to sweep the sweets on the table to the right,False,1,1,No specified Gripper,True,False
use the brush and sweep the white objects on the table,False,1,7,Robot Grippers with 2 Fingers,True,True
use the brush and sweep the white objects on the table,False,1,1,No specified Gripper,True,False
use the brush to clean the silver bottle,False,1,7,Robot Grippers with 2 Fingers,True,True
